_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
31463,99,535998,BETH JACOB PRIVATE HS,,PR,,410 LAWRENCE AVE W,Private,535998,410,Lawrence Ave W,410 Lawrence Ave W,M5M 1C2,North York,Toronto,,102005,444785,410,,,,732,,,,,"{u'type': u'Point', u'coordinates': (-79.4237607657, 43.7207940844)}"
31464,100,363593,BETHUNE INTERNATIONAL ACADEMY,,PR,,3838 MIDLAND AVE,Private,363593,3838,Midland Ave,3838 Midland Ave,M1V 5K5,Scarborough,Toronto,,107005,103479,3838,,,,8496,,,,,"{u'type': u'Point', u'coordinates': (-79.2947427603, 43.8194042587)}"
31465,101,11485082,BETHUNE MEMORIAL SCHOOL,,PR,,3000 LAWRENCE AVE E,Private,11485082,3000,Lawrence Ave E,3000 Lawrence Ave E,M1P 2V1,Scarborough,Toronto,,115001,11485062,3000,,,,3828,,,,,"{u'type': u'Point', u'coordinates': (-79.2496002394, 43.7553058764)}"
31466,102,570175,BEVERLEY HEIGHTS MIDDLE SCHOOL,,EP,Toronto District School Board,26 TROUTBROOKE DR,English Public,570175,26,Troutbrooke Dr,26 Troutbrooke Dr,M3M 1S5,North York,Toronto,Beverly Heights Middle School,102001,443483,26,,,,6946,,,,,"{u'type': u'Point', u'coordinates': (-79.5047717197, 43.733024597)}"
31467,103,6350055,BEVERLEY SCHOOL,,EP,Toronto District School Board,64 BALDWIN ST,English Public,6350055,64,Baldwin St,64 Baldwin St,M5T 1L4,former Toronto,Toronto,Beverley Public School,115001,1144586,64,,,,2938,,,,,"{u'type': u'Point', u'coordinates': (-79.3957051034, 43.6557652369)}"
31468,104,307817,BEVERLY GLEN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,85 BEVERLY GLEN BLVD,English Public,307817,85,Beverly Glen Blvd,85 Beverly Glen Blvd,M1W 1W4,Scarborough,Toronto,Beverly Glen Junior Public School,102001,14229540,85,,,,7356,,,,,"{u'type': u'Point', u'coordinates': (-79.3230676299, 43.7986530999)}"
31469,105,14615528,BIALIK HEBREW DAY SCHOOL,,PR,,2760 BATHURST ST,Private,14615528,2760,Bathurst St,2760 Bathurst St,M6B 3A1,North York,Toronto,,102005,8985217,2760,,,,436,,,,,"{u'type': u'Point', u'coordinates': (-79.4281228877, 43.7107064289)}"
31470,106,343964,BIRCH CLIFF HEIGHTS PUBLIC SCHOOL,,EP,Toronto District School Board,120 HIGHVIEW AVE,English Public,343964,120,Highview Ave,120 Highview Ave,M1N 2J1,Scarborough,Toronto,Birch Cliff Heights Public School,102001,112688,120,,,,9828,,,,,"{u'type': u'Point', u'coordinates': (-79.2598166248, 43.7017413938)}"
31471,107,351953,BIRCH CLIFF PUBLIC SCHOOL,,EP,Toronto District School Board,1650 KINGSTON RD,English Public,351953,1650,Kingston Rd,1650 Kingston Rd,M1N 1S2,Scarborough,Toronto,Birch Cliff Public School,102001,113039,1650,,,,3786,,,,,"{u'type': u'Point', u'coordinates': (-79.2655686243, 43.6919887242)}"
31472,108,7156751,BIRCHAS SHMUEL PRIVATE SCHOOL,,PR,,465 PATRICIA AVE,Private,7156751,465,Patricia Ave,465 Patricia Ave,M2R 2N1,North York,Toronto,Synagogue,109001,30115595,465,,,,6386,,,,,"{u'type': u'Point', u'coordinates': (-79.444010726, 43.7840867068)}"
31473,109,325504,BIRCHMOUNT PARK COLLEGIATE INSTITUTE,,EP,Toronto District School Board,3663 DANFORTH AVE,English Public,325504,3663,Danforth Ave,3663 Danforth Ave,M1N 2G2,Scarborough,Toronto,Birchmount Park Collegiate Institute,102002,112815,3663,,,,86,,,,,"{u'type': u'Point', u'coordinates': (-79.2594545254, 43.6977530295)}"
31474,110,10142921,BISHOP ALLEN ACADEMY,,ES,Toronto Catholic District School Board,721 ROYAL YORK RD,English Separate,10142921,721,Royal York Rd,721 Royal York Rd,M8Y 2T3,Etobicoke,Toronto,Bishop Allen Academy,102004,10142922,721,,,,2413,,,,,"{u'type': u'Point', u'coordinates': (-79.5044646881, 43.6344279206)}"
31475,111,30024946,BISHOP MACDONELL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 BRUNEL CRT,English Separate,30024946,20,Brunel Crt,20 Brunel Crt,M5V 0R5,former Toronto,Toronto,,114001,20035049,20,,,,18312,,,,,"{u'type': u'Point', u'coordinates': (-79.3944968858, 43.6394568234)}"
31476,112,9638444,BISHOP MARROCCO THOMAS MERTON CATHOLIC SECONDARY SCHOOL,,ES,Toronto Catholic District School Board,1515 BLOOR ST W,English Separate,9638444,1515,Bloor St W,1515 Bloor St W,M6P 1A3,former Toronto,Toronto,Bishop Marrocco/Thomas Merton Catholic School,102004,9638443,1515,,,,458,,,,,"{u'type': u'Point', u'coordinates': (-79.4518077137, 43.6558578336)}"
31477,113,834715,BISHOP STRACHAN,,PR,,298 LONSDALE RD,Private,834715,298,Lonsdale Rd,298 Lonsdale Rd,M4V 1X2,former Toronto,Toronto,,102005,1139289,298,,,,3870,,,,,"{u'type': u'Point', u'coordinates': (-79.4093249176, 43.6903451077)}"
31478,114,490154,BLACKSMITH PUBLIC SCHOOL,,EP,Toronto District School Board,45 BLACKSMITH CRES,English Public,490154,45,Blacksmith Cres,45 Blacksmith Cres,M3N 1V5,North York,Toronto,Blacksmith Elementary School - Building Grounds,102001,30092674,45,,,,4965,,,,,"{u'type': u'Point', u'coordinates': (-79.526810687, 43.7711639592)}"
31479,115,774626,BLAKE STREET JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,21 BOULTBEE AVE,English Public,774626,21,Boultbee Ave,21 Boultbee Ave,M4J 1A7,former Toronto,Toronto,Blake Street Public School,102001,1141613,21,,,,3038,,,,,"{u'type': u'Point', u'coordinates': (-79.3384762501, 43.671806369)}"
31480,116,309574,BLANTYRE PUBLIC SCHOOL,,EP,Toronto District School Board,290 BLANTYRE AVE,English Public,309574,290,Blantyre Ave,290 Blantyre Ave,M1N 2S4,Scarborough,Toronto,Blantyre Public School,102001,113172,290,,,,7377,,,,,"{u'type': u'Point', u'coordinates': (-79.2838646531, 43.6851000844)}"
31481,117,490361,BLAYDON PUBLIC SCHOOL,,EP,Toronto District School Board,25 BLAYDON AVE,English Public,490361,25,Blaydon Ave,25 Blaydon Ave,M3M 2C9,North York,Toronto,Blaydon Public School,102001,30085278,25,,,,4974,,,,,"{u'type': u'Point', u'coordinates': (-79.4862561391, 43.7353572228)}"
31482,118,2250071,BLESSED MARGHERITA OF CITTA DI CASTELLO CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,108 SPENVALLEY DR,English Separate,2250071,108,Spenvalley Dr,108 Spenvalley Dr,M3L 1Z5,North York,Toronto,Blessed Margherita Of Citta Di Castello Catholic School,102003,30092921,108,,,,6763,,,,,"{u'type': u'Point', u'coordinates': (-79.5079140444, 43.7436724725)}"
31483,119,30012333,BLESSED PIER GIORGIO FRASSATI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,8 SEASONS DR,English Separate,30012333,8,Seasons Dr,8 Seasons Dr,M1X 1X4,Scarborough,Toronto,Blessed Pier Giorgio Frassati Catholic School,102004,30062578,8,,,,16909,,,,,"{u'type': u'Point', u'coordinates': (-79.2327375191, 43.8298752035)}"
31484,120,6709986,BLESSED POPE PAUL VI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,270 LAUGHTON AVE,English Separate,6709986,270,Laughton Ave,270 Laughton Ave,M6N 2X8,former Toronto,Toronto,St Paul VI Catholic School,102003,6709987,270,,,,3823,,,,,"{u'type': u'Point', u'coordinates': (-79.4577930288, 43.6740129018)}"
31485,121,7763002,BLESSED SACRAMENT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,24 BEDFORD PARK AVE,English Separate,7763002,24,Bedford Park Ave,24 Bedford Park Ave,M5M 1H9,former Toronto,Toronto,Blessed Sacrament Catholic School,102003,14036649,24,,,,2976,,,,,"{u'type': u'Point', u'coordinates': (-79.4039975154, 43.7274816104)}"
31486,122,9602629,BLESSED TRINITY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3205 BAYVIEW AVE,English Separate,9602629,3205,Bayview Ave,3205 Bayview Ave,M2K 1G3,North York,Toronto,Blessed Trinity Catholic School,115001,9531471,3205,,,,24,,,,,"{u'type': u'Point', u'coordinates': (-79.3918262, 43.7868975436)}"
31487,123,306063,BLISS CARMAN SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,10 BELLAMY RD S,English Public,306063,10,Bellamy Rd S,10 Bellamy Rd S,M1M 3N8,Scarborough,Toronto,Bliss Carman Senior Public School,102001,14245815,10,,,,7314,,,,,"{u'type': u'Point', u'coordinates': (-79.2256018786, 43.732648963)}"
31488,124,6710176,BLOOR COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1141 BLOOR ST W,English Public,6710176,1141,Bloor St W,1141 Bloor St W,M6H 1M9,former Toronto,Toronto,Bloor Collegiate Institute,102002,6710177,1141,,,,458,,,,,"{u'type': u'Point', u'coordinates': (-79.4367968964, 43.659246108)}"
31489,125,8432037,BLOORDALE MIDDLE SCHOOL,,EP,Toronto District School Board,10 TOLEDO RD,English Public,8432037,10,Toledo Rd,10 Toledo Rd,M9C 2H3,Etobicoke,Toronto,Bloordale Middle Public School,106007,30009321,10,,,,2640,,,,,"{u'type': u'Point', u'coordinates': (-79.5719465301, 43.6391456489)}"
31490,126,8731366,BLOORLEA MIDDLE SCHOOL,,EP,Toronto District School Board,4050 BLOOR ST W,English Public,8731366,4050,Bloor St W,4050 Bloor St W,M9B 1M5,Etobicoke,Toronto,Bloorlea Middle Public School,102001,8731343,4050,,,,458,,,,,"{u'type': u'Point', u'coordinates': (-79.5556754936, 43.637652932)}"
31491,127,30054504,BLUE GENE EDUCATION,,PR,,11A GLEN WATFORD DR,Private,30054504,11A,Glen Watford Dr,11A Glen Watford Dr,M1S 2B8,Scarborough,Toronto,,115001,7009470,11,A,,,7984,,,,,"{u'type': u'Point', u'coordinates': (-79.2756210517, 43.7866780964)}"
31492,128,13494887,BLYTH ACADEMY SCHOOL - DOWNSVIEW PARK,,PR,,75 CARL HALL RD,Private,13494887,75,Carl Hall Rd,75 Carl Hall Rd,M3K 2B9,North York,Toronto,,110001,30110452,75,,,,11506,,,,,"{u'type': u'Point', u'coordinates': (-79.4750974059, 43.7476137521)}"
31493,129,8265336,BLYTH ACADEMY SCHOOL - ETOBICOKE,,PR,,2489 BLOOR ST W,Private,8265336,2489,Bloor St W,2489 Bloor St W,M6S 1R6,former Toronto,Toronto,,115001,8265335,2489,,,,458,,,,,"{u'type': u'Point', u'coordinates': (-79.4865438362, 43.6476318295)}"
31494,130,8566068,BLYTH ACADEMY SCHOOL - LAWRENCE,,PR,,2660 YONGE ST,Private,8566068,2660,Yonge St,2660 Yonge St,M4P 2J5,former Toronto,Toronto,,115001,8566053,2660,,,,4733,,,,,"{u'type': u'Point', u'coordinates': (-79.4005921361, 43.716013081)}"
31495,131,13502901,BLYTH ACADEMY SCHOOL - YORKVILLE,,PR,,85 ST NICHOLAS ST,Private,13502901,85,St Nicholas St,85 St Nicholas St,M4Y 1W8,former Toronto,Toronto,,115001,7754192,85,,,,4468,,,,,"{u'type': u'Point', u'coordinates': (-79.3867163432, 43.6682745249)}"
31496,132,7754014,BLYTHWOOD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,2 STRATHGOWAN CRES,English Public,7754014,2,Strathgowan Cres,2 Strathgowan Cres,M4N 2Z5,former Toronto,Toronto,Blythwood Junior Public School,102001,7754013,2,,,,4499,,,,,"{u'type': u'Point', u'coordinates': (-79.3895057084, 43.7199314989)}"
31497,133,20138696,BNEI AKIVA SCHOOL - ULPANAT OROT FOR GIRLS,,PR,,45 CANYON AVE,Private,20138696,45,Canyon Ave,45 Canyon Ave,M3H 3S4,North York,Toronto,,102005,7094705,45,,,,5112,,,,,"{u'type': u'Point', u'coordinates': (-79.4382145879, 43.758218066)}"
31498,134,9011164,BNOS BAIS YAAKOV SCHOOL FOR GIRLS,,PR,,2949 BATHURST ST,Private,9011164,2949,Bathurst St,2949 Bathurst St,M6B 3B2,North York,Toronto,,115001,9011161,2949,,,,436,,,,,"{u'type': u'Point', u'coordinates': (-79.4288203418, 43.716529583)}"
31499,135,13973547,BNOS CHAYA,,PR,,4116 BATHURST ST,Private,13973547,4116,Bathurst St,4116 Bathurst St,M3H 3P2,North York,Toronto,,115001,30093417,4116,,,,436,,,,,"{u'type': u'Point', u'coordinates': (-79.436586926, 43.7464156653)}"
31500,136,826229,BON BERGER CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,343 JONES AVE,French Separate,826229,343,Jones Ave,343 Jones Ave,M4J 3G4,former Toronto,Toronto,St. William,102003,1141641,343,,,,3752,,,,,"{u'type': u'Point', u'coordinates': (-79.3366206237, 43.6725640378)}"
31501,137,308612,BOND ACADEMY SCHOOL,,PR,,1500 BIRCHMOUNT RD,Private,308612,1500,Birchmount Rd,1500 Birchmount Rd,M1P 2G5,Scarborough,Toronto,,113001,109545,1500,,,,7365,,,,,"{u'type': u'Point', u'coordinates': (-79.2903117143, 43.756523217)}"
31502,138,6361762,BOWMORE ROAD JUNIOR & SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,80 BOWMORE RD,English Public,6361762,80,Bowmore Rd,80 Bowmore Rd,M4L 3J2,former Toronto,Toronto,Bowmore Public School - Building Grounds,102001,6355883,80,,,,3044,,,,,"{u'type': u'Point', u'coordinates': (-79.3144917154, 43.6760636648)}"
31503,139,1003702,BOYS LEADERSHIP ACADEMY,,EP,Toronto District School Board,45 GOLFDOWN DR,English Public,1003702,45,Golfdown Dr,45 Golfdown Dr,M9W 2H8,Etobicoke,Toronto,The Elms Junior Middle School,106007,907618,45,,,,1690,,,,,"{u'type': u'Point', u'coordinates': (-79.5521137886, 43.7222272978)}"
31504,140,1035925,BRAEBURN JUNIOR SCHOOL,,EP,Toronto District School Board,15 TANDRIDGE CRES,English Public,1035925,15,Tandridge Cres,15 Tandridge Cres,M9W 2N8,Etobicoke,Toronto,Braeburn Public School,102001,907479,15,,,,2579,,,,,"{u'type': u'Point', u'coordinates': (-79.5488638133, 43.7280298274)}"
31505,141,7795750,BRAEMAR COLLEGE PRIVATE SECONDARY,,PR,,229 COLLEGE ST,Private,7795750,229,College St,229 College St,M5T 1R4,former Toronto,Toronto,,104008,7795746,229,,,,9765,,,,,"{u'type': u'Point', u'coordinates': (-79.3975131902, 43.6581269362)}"
31506,142,801469,BRANKSOME HALL GIRLS,,PR,,10 ELM AVE,Private,801469,10,Elm Ave,10 Elm Ave,M4W 1N4,former Toronto,Toronto,,102005,1141270,10,,,,3384,,,,,"{u'type': u'Point', u'coordinates': (-79.3798154377, 43.6750623723)}"
31507,143,565242,BREBEUF COLLEGE SCHOOL,,ES,Toronto Catholic District School Board,211 STEELES AVE E,English Separate,565242,211,Steeles Ave E,211 Steeles Ave E,M2M 3Y6,North York,Toronto,Brebeuf College School,102004,14228166,211,,,,6792,,,,,"{u'type': u'Point', u'coordinates': (-79.4026251523, 43.80022824)}"
31508,144,11467213,BRIAN PUBLIC SCHOOL,,EP,Toronto District School Board,95 BRIAN DR,English Public,11467213,95,Brian Dr,95 Brian Dr,M2J 3Y6,North York,Toronto,Brian Public School,102001,11467035,95,,,,5028,,,,,"{u'type': u'Point', u'coordinates': (-79.331933544, 43.7824531904)}"
31509,145,8344927,BRIARCREST JUNIOR SCHOOL,,EP,Toronto District School Board,60 WELLESWORTH DR,English Public,8344927,60,Wellesworth Dr,60 Wellesworth Dr,M9C 4R3,Etobicoke,Toronto,Briarcrest Junior School,102001,8344924,60,,,,2752,,,,,"{u'type': u'Point', u'coordinates': (-79.5800752804, 43.6664657716)}"
31510,146,312084,BRIDLEWOOD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,60 BRIDLEWOOD BLVD,English Public,312084,60,Bridlewood Blvd,60 Bridlewood Blvd,M1T 1P7,Scarborough,Toronto,Bridlewood Public School,102001,14198001,60,,,,7427,,,,,"{u'type': u'Point', u'coordinates': (-79.3150953884, 43.7807962712)}"
31511,147,14069873,BRIGHT START ACADEMY,,PR,,4630 DUFFERIN ST,Private,14069873,4630,Dufferin St,4630 Dufferin St,M3H 5S4,North York,Toronto,,115001,10280130,4630,,,,557,,,,,"{u'type': u'Point', u'coordinates': (-79.4682899064, 43.7732445762)}"
31512,148,4709520,BRIGHTON,,PR,,240 THE DONWAY W,Private,4709520,240,The Donway W,240 The Donway W,M3B 2V8,North York,Toronto,,100001,30004508,240,,,,6882,,,,,"{u'type': u'Point', u'coordinates': (-79.347010013, 43.7393068511)}"
31513,149,313306,BRIMWOOD BOULEVARD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,151 BRIMWOOD BLVD,English Public,313306,151,Brimwood Blvd,151 Brimwood Blvd,M1V 1E5,Scarborough,Toronto,Brimwood Boulevard Junior Public School,102001,103922,151,,,,7438,,,,,"{u'type': u'Point', u'coordinates': (-79.2740896574, 43.8116998848)}"
31514,150,7515119,BROADACRES JUNIOR SCHOOL,,EP,Toronto District School Board,45 CRENDON DR,English Public,7515119,45,Crendon Dr,45 Crendon Dr,M9C 3G6,Etobicoke,Toronto,Broadacres Public School,102001,7515109,45,,,,1409,,,,,"{u'type': u'Point', u'coordinates': (-79.572020732, 43.6480667176)}"
31515,151,492477,BROADLANDS PUBLIC SCHOOL,,EP,Toronto District School Board,106 BROADLANDS BLVD,English Public,492477,106,Broadlands Blvd,106 Broadlands Blvd,M3A 1J7,North York,Toronto,Broadlands Public School,102001,441603,106,,,,5039,,,,,"{u'type': u'Point', u'coordinates': (-79.3164622713, 43.7457277228)}"
31516,152,9780839,BROCK JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,93 MARGUERETTA ST,English Public,9780839,93,Margueretta St,93 Margueretta St,M6H 3S4,former Toronto,Toronto,Brock Junior Public School,102001,14017889,93,,,,3919,,,,,"{u'type': u'Point', u'coordinates': (-79.4378441315, 43.6530496924)}"
31517,153,493354,BROOKHAVEN PUBLIC SCHOOL,,EP,Toronto District School Board,70 BROOKHAVEN DR,English Public,493354,70,Brookhaven Dr,70 Brookhaven Dr,M6M 4N8,North York,Toronto,Brookhaven Public School,102001,446535,70,,,,5048,,,,,"{u'type': u'Point', u'coordinates': (-79.495694399, 43.7025063022)}"
31518,154,536834,BROOKLYN COLLEGE SECONDARY SCHOOL,,PR,,150 LESMILL RD,Private,536834,150,Lesmill Rd,150 Lesmill Rd,M3B 2T5,North York,Toronto,,113001,440167,150,,,,6048,,,,,"{u'type': u'Point', u'coordinates': (-79.3586470251, 43.7593992803)}"
31519,155,6242368,BROOKMILL BOULEVARD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,25 BROOKMILL BLVD,English Public,6242368,25,Brookmill Blvd,25 Brookmill Blvd,M1W 2L5,Scarborough,Toronto,Brookmill Boulevard Junior Public School,102001,6242369,25,,,,7452,,,,,"{u'type': u'Point', u'coordinates': (-79.3148680046, 43.8012203828)}"
31520,156,14248664,BROOKSIDE PUBLIC SCHOOL,,EP,Toronto District School Board,75 OASIS BLVD,English Public,14248664,75,Oasis Blvd,75 Oasis Blvd,M1X 0A3,Scarborough,Toronto,Brookside Public School,102001,14248995,75,,,,16908,,,,,"{u'type': u'Point', u'coordinates': (-79.2338532995, 43.8303652064)}"
31521,157,531083,BROOKVIEW LINC,,EP,Toronto District School Board,4505 JANE ST,English Public,531083,4505,Jane St,4505 Jane St,M3N 2K7,North York,Toronto,Brookview Middle School,102001,439448,4505,,,,694,,,,,"{u'type': u'Point', u'coordinates': (-79.5172466552, 43.7674572381)}"
