_id,DATE,HOUR,geometry,ROAD_CLASS,District,WardNum,ACCLOC,LIGHT,RDSFCOND,IMPACTYPE,INVAGE,INJURY,FATAL_NO,DRIVACT,DRIVCOND,PEDCOND,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL
15425,2019-04-16T04:00:00,10,"-79.346844, 43.750079",Major Arterial,North York,16,Intersection Related,Daylight,Dry,Turning Movement,60 to 64,None,,Driving Properly,Normal,,,Yes,,
15426,2019-04-16T04:00:00,10,"-79.346844, 43.750079",Major Arterial,North York,16,Intersection Related,Daylight,Dry,Turning Movement,20 to 24,None,,Driving Properly,Normal,,,Yes,,
15427,2019-04-16T04:00:00,10,"-79.346844, 43.750079",Major Arterial,North York,16,Intersection Related,Daylight,Dry,Turning Movement,60 to 64,Minimal,,,,,,Yes,,
15241,2019-04-24T04:00:00,10,"-79.388286, 43.654788",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,60 to 64,None,,Improper Turn,Unknown,,,,,
15242,2019-04-24T04:00:00,10,"-79.388286, 43.654788",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,35 to 39,Major,,,,Fatigue,,,,
15082,2019-07-02T04:00:00,10,"-79.24033, 43.718219",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Angle,55 to 59,None,,Disobeyed Traffic Control,Inattentive,,,Yes,Yes,
15083,2019-07-02T04:00:00,10,"-79.24033, 43.718219",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Angle,50 to 54,Minor,,Driving Properly,Normal,,,Yes,Yes,
15084,2019-07-02T04:00:00,10,"-79.24033, 43.718219",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Angle,30 to 34,None,,Driving Properly,Normal,,,Yes,Yes,
15085,2019-07-02T04:00:00,10,"-79.24033, 43.718219",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Angle,60 to 64,Major,,,,,,Yes,Yes,
15086,2019-07-02T04:00:00,10,"-79.24033, 43.718219",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Angle,25 to 29,None,,,,,,Yes,Yes,
15735,2019-07-28T04:00:00,10,"-79.571773, 43.759955",Major Arterial,Etobicoke York,7,At Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15738,2019-07-28T04:00:00,10,"-79.571773, 43.759955",Major Arterial,Etobicoke York,7,At Intersection,Daylight,Dry,Pedestrian Collisions,70 to 74,Fatal,29,,,Normal,,Yes,,
15787,2019-08-12T04:00:00,10,"-79.386257, 43.650077",Major Arterial,Toronto and East York,10,At Intersection,Daylight,Dry,Cyclist Collisions,20 to 24,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15788,2019-08-12T04:00:00,10,"-79.386257, 43.650077",Major Arterial,Toronto and East York,10,At Intersection,Daylight,Dry,Cyclist Collisions,45 to 49,Major,,,,,,Yes,,
15964,2019-09-15T04:00:00,10,"-79.44125, 43.73587",Major Arterial,North York,6,Non Intersection,Daylight,Wet,Approaching,80 to 84,Major,,Lost control,Medical or Physical Disability,,,Yes,,
15965,2019-09-15T04:00:00,10,"-79.44125, 43.73587",Major Arterial,North York,6,Non Intersection,Daylight,Wet,Approaching,35 to 39,None,,Driving Properly,Normal,,,Yes,,
15968,2019-09-16T04:00:00,10,"-79.269924, 43.790572",Major Arterial,Scarborough,23,At Intersection,Daylight,Dry,Approaching,20 to 24,Major,,Other,Had Been Drinking,,,,,
15969,2019-09-16T04:00:00,10,"-79.269924, 43.790572",Major Arterial,Scarborough,23,At Intersection,Daylight,Dry,Approaching,60 to 64,None,,Driving Properly,Normal,,,,,
15472,2019-10-24T04:00:00,10,"-79.440967, 43.672988",Major Arterial,Toronto and East York,9,At Intersection,Daylight,Dry,Turning Movement,60 to 64,Minor,,Failed to Yield Right of Way,Normal,,,Yes,,
15473,2019-10-24T04:00:00,10,"-79.440967, 43.672988",Major Arterial,Toronto and East York,9,At Intersection,Daylight,Dry,Turning Movement,20 to 24,Major,,Driving Properly,Normal,,,Yes,,
15474,2019-10-24T04:00:00,10,"-79.440967, 43.672988",Major Arterial,Toronto and East York,9,At Intersection,Daylight,Dry,Turning Movement,50 to 54,Minor,,,,,,Yes,,
15475,2019-10-24T04:00:00,10,"-79.440967, 43.672988",Major Arterial,Toronto and East York,9,At Intersection,Daylight,Dry,Turning Movement,30 to 34,Minimal,,,,,,Yes,,
15488,2019-10-28T04:00:00,10,"-79.485637, 43.668429",Major Arterial,Etobicoke York,5,Intersection Related,Daylight,Dry,Pedestrian Collisions,80 to 84,Fatal,50,,,Normal,,,,
15489,2019-10-28T04:00:00,10,"-79.485637, 43.668429",Major Arterial,Etobicoke York,5,Intersection Related,Daylight,Dry,Pedestrian Collisions,65 to 69,Major,,,,Normal,,,,
15490,2019-10-28T04:00:00,10,"-79.485637, 43.668429",Major Arterial,Etobicoke York,5,Intersection Related,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Driving Properly,Normal,,,,,
15521,2019-11-13T05:00:00,10,"-79.478023, 43.708586",Major Arterial,Etobicoke York,5,At Intersection,Daylight,Wet,Pedestrian Collisions,60 to 64,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15522,2019-11-13T05:00:00,10,"-79.478023, 43.708586",Major Arterial,Etobicoke York,5,At Intersection,Daylight,Wet,Pedestrian Collisions,20 to 24,Fatal,58,,,Normal,,Yes,,
16030,2019-12-03T05:00:00,10,"-79.243046, 43.812961",Major Arterial,Scarborough,23,Intersection Related,Daylight,Wet,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Normal,,,Yes,,
16031,2019-12-03T05:00:00,10,"-79.243046, 43.812961",Major Arterial,Scarborough,23,Intersection Related,Daylight,Wet,Pedestrian Collisions,70 to 74,Major,,,,Normal,,Yes,,
16076,2019-12-22T05:00:00,10,"-79.434482, 43.641025",Major Arterial,Toronto and East York,4,Non Intersection,"Daylight, artificial",Wet,Pedestrian Collisions,50 to 54,None,,Driving Properly,Normal,,,,,
16077,2019-12-22T05:00:00,10,"-79.434482, 43.641025",Major Arterial,Toronto and East York,4,Non Intersection,"Daylight, artificial",Wet,Pedestrian Collisions,80 to 84,Major,,,,Normal,,,,
15151,2019-01-21T05:00:00,11,"-79.379696, 43.64733",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Disobeyed Traffic Control,Normal,,,Yes,Yes,
15152,2019-01-21T05:00:00,11,"-79.379696, 43.64733",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,65 to 69,Major,,,,Normal,,Yes,Yes,
15188,2019-02-14T05:00:00,11,"-79.407421, 43.747302",Major Arterial,North York,,At Intersection,Daylight,Wet,Turning Movement,50 to 54,None,,Disobeyed Traffic Control,Normal,,,Yes,Yes,
15189,2019-02-14T05:00:00,11,"-79.407421, 43.747302",Major Arterial,North York,,At Intersection,Daylight,Wet,Turning Movement,60 to 64,Major,,Driving Properly,Normal,,,Yes,Yes,
15209,2019-03-01T05:00:00,11,"-79.580982, 43.713546",Major Arterial,Etobicoke York,1,At/Near Private Drive,Daylight,Dry,Angle,80 to 84,Major,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15210,2019-03-01T05:00:00,11,"-79.580982, 43.713546",Major Arterial,Etobicoke York,1,At/Near Private Drive,Daylight,Dry,Angle,20 to 24,None,,Driving Properly,Normal,,,Yes,,
15381,2019-03-23T04:00:00,11,"-79.563144, 43.674472",Major Arterial,Etobicoke York,,At Intersection,Daylight,Dry,Rear End,55 to 59,None,,Following too Close,Normal,,,Yes,,
15382,2019-03-23T04:00:00,11,"-79.563144, 43.674472",Major Arterial,Etobicoke York,,At Intersection,Daylight,Dry,Rear End,65 to 69,Minor,,Driving Properly,Normal,,,Yes,,
15383,2019-03-23T04:00:00,11,"-79.563144, 43.674472",Major Arterial,Etobicoke York,,At Intersection,Daylight,Dry,Rear End,65 to 69,Major,,,,,,Yes,,
15412,2019-04-09T04:00:00,11,"-79.394108, 43.688079",Major Arterial,Toronto and East York,12,At Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15413,2019-04-09T04:00:00,11,"-79.394108, 43.688079",Major Arterial,Toronto and East York,12,At Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,Major,,,,Medical or Physical Disability,,Yes,,
15030,2019-04-18T04:00:00,11,"-79.37746, 43.651305",Collector,Toronto and East York,13,Intersection Related,Daylight,Dry,Pedestrian Collisions,45 to 49,Major,,,,Normal,,,,
15431,2019-04-18T04:00:00,11,"-79.37746, 43.651305",Collector,Toronto and East York,13,Intersection Related,Daylight,Dry,Pedestrian Collisions,unknown,None,,Other,Unknown,,,,,
15279,2019-05-19T04:00:00,11,"-79.436008, 43.637176",Major Arterial,Toronto and East York,4,Intersection Related,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15280,2019-05-19T04:00:00,11,"-79.436008, 43.637176",Major Arterial,Toronto and East York,4,Intersection Related,Daylight,Dry,Pedestrian Collisions,65 to 69,None,,Driving Properly,Normal,,,Yes,,
15281,2019-05-19T04:00:00,11,"-79.436008, 43.637176",Major Arterial,Toronto and East York,4,Intersection Related,Daylight,Dry,Pedestrian Collisions,55 to 59,Major,,,,Normal,,Yes,,
15284,2019-05-21T04:00:00,11,"-79.416271, 43.644717",Major Arterial,Toronto and East York,10,Intersection Related,Daylight,Dry,Pedestrian Collisions,75 to 79,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15285,2019-05-21T04:00:00,11,"-79.416271, 43.644717",Major Arterial,Toronto and East York,10,Intersection Related,Daylight,Dry,Pedestrian Collisions,80 to 84,Major,,,,Normal,,Yes,,
15295,2019-05-24T04:00:00,11,"-79.358913, 43.655254",Major Arterial,Toronto and East York,13,Intersection Related,Daylight,Dry,Cyclist Collisions,50 to 54,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15296,2019-05-24T04:00:00,11,"-79.358913, 43.655254",Major Arterial,Toronto and East York,13,Intersection Related,Daylight,Dry,Cyclist Collisions,55 to 59,Major,,,,,,Yes,,
15792,2019-08-14T04:00:00,11,"-79.452892, 43.705772",Major Arterial,North York,8,At Intersection,Daylight,Dry,Turning Movement,25 to 29,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15793,2019-08-14T04:00:00,11,"-79.452892, 43.705772",Major Arterial,North York,8,At Intersection,Daylight,Dry,Turning Movement,25 to 29,Major,,Driving Properly,Normal,,,Yes,,
15794,2019-08-14T04:00:00,11,"-79.452892, 43.705772",Major Arterial,North York,8,At Intersection,Daylight,Dry,Turning Movement,20 to 24,None,,,,,,Yes,,
15813,2019-08-21T04:00:00,11,"-79.278529, 43.785277",Major Arterial,Scarborough,,At Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15814,2019-08-21T04:00:00,11,"-79.278529, 43.785277",Major Arterial,Scarborough,,At Intersection,Daylight,Dry,Pedestrian Collisions,unknown,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15815,2019-08-21T04:00:00,11,"-79.278529, 43.785277",Major Arterial,Scarborough,,At Intersection,Daylight,Dry,Pedestrian Collisions,75 to 79,Fatal,36,,,Unknown,,Yes,,
15914,2019-08-25T04:00:00,11,"-79.567913, 43.636085",Collector,Etobicoke York,2,At Intersection,Daylight,Dry,Pedestrian Collisions,unknown,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15915,2019-08-25T04:00:00,11,"-79.567913, 43.636085",Collector,Etobicoke York,2,At Intersection,Daylight,Dry,Pedestrian Collisions,35 to 39,Major,,,,Normal,,Yes,,
15435,2019-10-11T04:00:00,11,"-79.282131, 43.683654",Collector,Scarborough,20,At/Near Private Drive,Daylight,Dry,Pedestrian Collisions,20 to 24,None,,Driving Properly,Normal,,,,,
15437,2019-10-11T04:00:00,11,"-79.282131, 43.683654",Collector,Scarborough,20,At/Near Private Drive,Daylight,Dry,Pedestrian Collisions,10 to 14,Major,,,,Inattentive,,,,
15478,2019-10-26T04:00:00,11,"-79.284664, 43.721606",Major Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Rear End,70 to 74,Major,,Lost control,Medical or Physical Disability,,,,,
15479,2019-10-26T04:00:00,11,"-79.284664, 43.721606",Major Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Rear End,50 to 54,None,,Driving Properly,Normal,,,,,
15480,2019-10-26T04:00:00,11,"-79.284664, 43.721606",Major Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Rear End,50 to 54,None,,Driving Properly,Normal,,,,,
15374,2019-03-20T04:00:00,12,"-79.545437, 43.621368",Minor Arterial,Etobicoke York,3,Intersection Related,Daylight,Dry,Pedestrian Collisions,40 to 44,None,,Driving Properly,Normal,,,,,
15375,2019-03-20T04:00:00,12,"-79.545437, 43.621368",Minor Arterial,Etobicoke York,3,Intersection Related,Daylight,Dry,Pedestrian Collisions,30 to 34,None,,,,,,,,
15376,2019-03-20T04:00:00,12,"-79.545437, 43.621368",Minor Arterial,Etobicoke York,3,Intersection Related,Daylight,Dry,Pedestrian Collisions,60 to 64,Major,,,,Normal,,,,
15423,2019-04-12T04:00:00,12,"-79.507801, 43.73199",Local,North York,6,Non Intersection,Daylight,Dry,SMV Other,50 to 54,Major,,Lost control,Medical or Physical Disability,,,,,
15312,2019-06-02T04:00:00,12,"-79.219997, 43.810336",Minor Arterial,Scarborough,25,At Intersection,Daylight,Dry,Pedestrian Collisions,60 to 64,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15313,2019-06-02T04:00:00,12,"-79.219997, 43.810336",Minor Arterial,Scarborough,25,At Intersection,Daylight,Dry,Pedestrian Collisions,75 to 79,Major,,,,Normal,,Yes,,
15039,2019-06-18T04:00:00,12,"-79.55611, 43.614146",Major Arterial,Etobicoke York,3,At Intersection,Daylight,Dry,Turning Movement,15 to 19,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15040,2019-06-18T04:00:00,12,"-79.55611, 43.614146",Major Arterial,Etobicoke York,3,At Intersection,Daylight,Dry,Turning Movement,75 to 79,Fatal,21,Driving Properly,Normal,,,Yes,,
15041,2019-06-18T04:00:00,12,"-79.55611, 43.614146",Major Arterial,Etobicoke York,3,At Intersection,Daylight,Dry,Turning Movement,15 to 19,None,,,,,,Yes,,
15049,2019-06-21T04:00:00,12,"-79.522648, 43.642902",Major Arterial,Etobicoke York,3,At Intersection,Daylight,Dry,Turning Movement,65 to 69,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15050,2019-06-21T04:00:00,12,"-79.522648, 43.642902",Major Arterial,Etobicoke York,3,At Intersection,Daylight,Dry,Turning Movement,30 to 34,Major,,Driving Properly,Normal,,,Yes,,
15075,2019-06-28T04:00:00,12,"-79.36475, 43.652988",Major Arterial,Toronto and East York,13,At Intersection,Daylight,Dry,Cyclist Collisions,60 to 64,Major,,,,,,,,
15076,2019-06-28T04:00:00,12,"-79.36475, 43.652988",Major Arterial,Toronto and East York,13,At Intersection,Daylight,Dry,Cyclist Collisions,25 to 29,None,,Driving Properly,Normal,,,,,
15077,2019-06-28T04:00:00,12,"-79.36475, 43.652988",Major Arterial,Toronto and East York,13,At Intersection,Daylight,Dry,Cyclist Collisions,25 to 29,None,,,,,,,,
15078,2019-06-28T04:00:00,12,"-79.36475, 43.652988",Major Arterial,Toronto and East York,13,At Intersection,Daylight,Dry,Cyclist Collisions,25 to 29,None,,,,,,,,
15098,2019-07-10T04:00:00,12,"-79.519054, 43.757025",Major Arterial,Etobicoke York,7,Non Intersection,Daylight,Dry,Pedestrian Collisions,60 to 64,Major,,,,Normal,,,,
15099,2019-07-10T04:00:00,12,"-79.519054, 43.757025",Major Arterial,Etobicoke York,7,Non Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,Driving Properly,Normal,,,,,
15100,2019-07-10T04:00:00,12,"-79.519054, 43.757025",Major Arterial,Etobicoke York,7,Non Intersection,Daylight,Dry,Pedestrian Collisions,60 to 64,Fatal,26,,,Normal,,,,
15798,2019-08-17T04:00:00,12,"-79.345707, 43.779632",Minor Arterial,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,75 to 79,None,,Lost control,Inattentive,,,,,
15799,2019-08-17T04:00:00,12,"-79.345707, 43.779632",Minor Arterial,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,75 to 79,Major,,,,Normal,,,,
15800,2019-08-17T04:00:00,12,"-79.345707, 43.779632",Minor Arterial,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,70 to 74,Minor,,,,Normal,,,,
15444,2019-10-12T04:00:00,12,"-79.464794, 43.67839",Minor Arterial,Toronto and East York,9,Intersection Related,Daylight,Dry,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15445,2019-10-12T04:00:00,12,"-79.464794, 43.67839",Minor Arterial,Toronto and East York,9,Intersection Related,Daylight,Dry,Pedestrian Collisions,0 to 4,Major,,,,Normal,,Yes,,
16007,2019-11-23T05:00:00,12,"-79.27943, 43.761295",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Turning Movement,65 to 69,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
16008,2019-11-23T05:00:00,12,"-79.27943, 43.761295",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Turning Movement,20 to 24,Major,,Driving Properly,Normal,,,Yes,,
16009,2019-11-23T05:00:00,12,"-79.27943, 43.761295",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Turning Movement,25 to 29,None,,,,,,Yes,,
15532,2019-11-25T05:00:00,12,"-79.340823, 43.727584",Major Arterial,North York,16,At Intersection,Daylight,Dry,Turning Movement,15 to 19,Minor,,,,,,Yes,,
16012,2019-11-25T05:00:00,12,"-79.340823, 43.727584",Major Arterial,North York,16,At Intersection,Daylight,Dry,Turning Movement,15 to 19,Minor,,Driving Properly,Normal,,,Yes,,
16013,2019-11-25T05:00:00,12,"-79.340823, 43.727584",Major Arterial,North York,16,At Intersection,Daylight,Dry,Turning Movement,15 to 19,Fatal,52,,,,,Yes,,
16014,2019-11-25T05:00:00,12,"-79.340823, 43.727584",Major Arterial,North York,16,At Intersection,Daylight,Dry,Turning Movement,15 to 19,Minor,,,,,,Yes,,
16015,2019-11-25T05:00:00,12,"-79.340823, 43.727584",Major Arterial,North York,16,At Intersection,Daylight,Dry,Turning Movement,40 to 44,Minimal,,Failed to Yield Right of Way,Normal,,,Yes,,
16036,2019-12-08T05:00:00,12,"-79.285488, 43.691856",Major Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Turning Movement,35 to 39,None,,Failed to Yield Right of Way,Inattentive,,Yes,Yes,,
16037,2019-12-08T05:00:00,12,"-79.285488, 43.691856",Major Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Turning Movement,40 to 44,Major,,Exceeding Speed Limit,Unknown,,Yes,Yes,,
16038,2019-12-08T05:00:00,12,"-79.285488, 43.691856",Major Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Turning Movement,45 to 49,None,,Driving Properly,Normal,,Yes,Yes,,
16070,2019-12-20T05:00:00,12,"-79.252209, 43.774566",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Rear End,75 to 79,None,,Following too Close,Normal,,,Yes,,
16071,2019-12-20T05:00:00,12,"-79.252209, 43.774566",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Rear End,30 to 34,None,,Driving Properly,Normal,,,Yes,,
16072,2019-12-20T05:00:00,12,"-79.252209, 43.774566",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Rear End,80 to 84,Major,,,,,,Yes,,
16073,2019-12-20T05:00:00,12,"-79.252209, 43.774566",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Rear End,40 to 44,Minimal,,,,,,Yes,,
16074,2019-12-20T05:00:00,12,"-79.252209, 43.774566",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Rear End,30 to 34,None,,,,,,Yes,,
16075,2019-12-20T05:00:00,12,"-79.252209, 43.774566",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Rear End,35 to 39,Minimal,,,,,,Yes,,
15721,2019-01-04T05:00:00,13,"-79.437298, 43.750758",Major Arterial,North York,6,At Intersection,Daylight,Dry,Pedestrian Collisions,35 to 39,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15722,2019-01-04T05:00:00,13,"-79.437298, 43.750758",Major Arterial,North York,6,At Intersection,Daylight,Dry,Pedestrian Collisions,30 to 34,Major,,,,Normal,,Yes,,
15136,2019-01-16T05:00:00,13,"-79.444942, 43.715869",Major Arterial,North York,8,At Intersection,Daylight,Dry,Pedestrian Collisions,40 to 44,Fatal,5,,,Normal,,,,
15137,2019-01-16T05:00:00,13,"-79.444942, 43.715869",Major Arterial,North York,8,At Intersection,Daylight,Dry,Pedestrian Collisions,unknown,None,,Improper Turn,Unknown,,,,,
15138,2019-01-16T05:00:00,13,"-79.450084, 43.69525",Major Arterial,Toronto and East York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,75 to 79,Fatal,8,,,Had Been Drinking,,,,
15139,2019-01-16T05:00:00,13,"-79.450084, 43.69525",Major Arterial,Toronto and East York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,Driving Properly,Normal,,,,,
15160,2019-01-31T05:00:00,13,"-79.444729, 43.677585",Major Arterial,Toronto and East York,9,Intersection Related,Daylight,Loose Snow,Pedestrian Collisions,45 to 49,None,,Driving Properly,Unknown,,,,,
15161,2019-01-31T05:00:00,13,"-79.444729, 43.677585",Major Arterial,Toronto and East York,9,Intersection Related,Daylight,Loose Snow,Pedestrian Collisions,65 to 69,Major,,,,Normal,,,,
15408,2019-04-07T04:00:00,13,"-79.13937, 43.786128",Minor Arterial,Scarborough,25,At Intersection,Daylight,Dry,Pedestrian Collisions,65 to 69,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15409,2019-04-07T04:00:00,13,"-79.13937, 43.786128",Minor Arterial,Scarborough,25,At Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,Major,,,,Normal,,Yes,,
15261,2019-05-06T04:00:00,13,"-79.409694, 43.65155",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Cyclist Collisions,70 to 74,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15262,2019-05-06T04:00:00,13,"-79.409694, 43.65155",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Cyclist Collisions,65 to 69,Major,,,,,,Yes,,
15263,2019-05-06T04:00:00,13,"-79.409694, 43.65155",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Cyclist Collisions,60 to 64,None,,,,,,Yes,,
15297,2019-05-29T04:00:00,13,"-79.399722, 43.739615",Local,North York,15,Non Intersection,Daylight,Dry,SMV Other,20 to 24,None,,Other,Normal,,,,,
15298,2019-05-29T04:00:00,13,"-79.399722, 43.739615",Local,North York,15,Non Intersection,Daylight,Dry,SMV Other,25 to 29,Fatal,19,,,,,,,
15020,2019-06-11T04:00:00,13,"-79.266704, 43.715255",Major Arterial,Scarborough,20,Intersection Related,Daylight,Dry,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15021,2019-06-11T04:00:00,13,"-79.266704, 43.715255",Major Arterial,Scarborough,20,Intersection Related,Daylight,Dry,Pedestrian Collisions,55 to 59,None,,,,,,Yes,,
15023,2019-06-11T04:00:00,13,"-79.266704, 43.715255",Major Arterial,Scarborough,20,Intersection Related,Daylight,Dry,Pedestrian Collisions,20 to 24,Major,,,,Normal,,Yes,,
15042,2019-06-20T04:00:00,13,"-79.361743, 43.660288",Major Arterial,Toronto and East York,13,At Intersection,Daylight,Dry,Pedestrian Collisions,35 to 39,Fatal,23,,,Normal,,,,
15043,2019-06-20T04:00:00,13,"-79.361743, 43.660288",Major Arterial,Toronto and East York,13,At Intersection,Daylight,Dry,Pedestrian Collisions,40 to 44,None,,Lost control,"Ability Impaired, Drugs",,,,,
15105,2019-07-14T04:00:00,13,"-79.307369, 43.742641",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Sideswipe,25 to 29,Major,,Exceeding Speed Limit,Normal,,Yes,Yes,,
15106,2019-07-14T04:00:00,13,"-79.307369, 43.742641",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Sideswipe,40 to 44,None,,Improper Lane Change,Normal,,Yes,Yes,,
15107,2019-07-14T04:00:00,13,"-79.307369, 43.742641",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Sideswipe,35 to 39,None,,,,,Yes,Yes,,
15108,2019-07-14T04:00:00,13,"-79.307369, 43.742641",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Sideswipe,70 to 74,None,,,,,Yes,Yes,,
15109,2019-07-14T04:00:00,13,"-79.307369, 43.742641",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Sideswipe,0 to 4,None,,,,,Yes,Yes,,
15110,2019-07-14T04:00:00,13,"-79.307369, 43.742641",Major Arterial,Scarborough,21,Non Intersection,Daylight,Dry,Sideswipe,0 to 4,None,,,,,Yes,Yes,,
15789,2019-08-13T04:00:00,13,"-79.275157, 43.830973",Major Arterial,Scarborough,23,At Intersection,Daylight,Dry,Turning Movement,40 to 44,Fatal,34,Driving Properly,Unknown,,,Yes,,
15790,2019-08-13T04:00:00,13,"-79.275157, 43.830973",Major Arterial,Scarborough,23,At Intersection,Daylight,Dry,Turning Movement,35 to 39,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15438,2019-10-11T04:00:00,13,"-79.265636, 43.726737",Major Arterial,Scarborough,20,At/Near Private Drive,Daylight,Dry,Turning Movement,80 to 84,Major,,Failed to Yield Right of Way,Inattentive,,Yes,Yes,,
15439,2019-10-11T04:00:00,13,"-79.265636, 43.726737",Major Arterial,Scarborough,20,At/Near Private Drive,Daylight,Dry,Turning Movement,20 to 24,Minor,,Exceeding Speed Limit,Inattentive,,Yes,Yes,,
15440,2019-10-11T04:00:00,13,"-79.265636, 43.726737",Major Arterial,Scarborough,20,At/Near Private Drive,Daylight,Dry,Turning Movement,85 to 89,Minimal,,Driving Properly,Normal,,Yes,Yes,,
15441,2019-10-11T04:00:00,13,"-79.265636, 43.726737",Major Arterial,Scarborough,20,At/Near Private Drive,Daylight,Dry,Turning Movement,60 to 64,None,,Driving Properly,Normal,,Yes,Yes,,
15527,2019-11-21T05:00:00,13,"-79.269183, 43.811545",Major Arterial,Scarborough,,At Intersection,Daylight,Wet,Cyclist Collisions,65 to 69,Fatal,57,,,,,,,
15528,2019-11-21T05:00:00,13,"-79.269183, 43.811545",Major Arterial,Scarborough,,At Intersection,Daylight,Wet,Cyclist Collisions,80 to 84,,,Other,Normal,,,,,
15531,2019-11-22T05:00:00,13,"-79.414165, 43.722495",Major Arterial,North York,,Intersection Related,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Driving Properly,Normal,,,,,
15533,2019-11-22T05:00:00,13,"-79.414165, 43.722495",Major Arterial,North York,,Intersection Related,Daylight,Dry,Pedestrian Collisions,90 to 94,Fatal,53,,,Inattentive,,,,
15719,2019-01-02T05:00:00,14,"-79.601718, 43.744177",Local,Etobicoke York,1,Non Intersection,Daylight,Dry,SMV Other,50 to 54,Fatal,9,,,,,Yes,,
15720,2019-01-02T05:00:00,14,"-79.601718, 43.744177",Local,Etobicoke York,1,Non Intersection,Daylight,Dry,SMV Other,unknown,None,,Lost control,Unknown,,,Yes,,
