_id,DATE,HOUR,geometry,ROAD_CLASS,District,WardNum,ACCLOC,LIGHT,RDSFCOND,IMPACTYPE,INVAGE,INJURY,FATAL_NO,DRIVACT,DRIVCOND,PEDCOND,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL
15198,2019-02-25T05:00:00,14,"-79.451275, 43.639335",Major Arterial,Toronto and East York,4,At Intersection,Daylight,Dry,Pedestrian Collisions,30 to 34,None,,Driving Properly,Normal,,,,,
15199,2019-02-25T05:00:00,14,"-79.451275, 43.639335",Major Arterial,Toronto and East York,4,At Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,,,,,,,
15200,2019-02-25T05:00:00,14,"-79.451275, 43.639335",Major Arterial,Toronto and East York,4,At Intersection,Daylight,Dry,Pedestrian Collisions,35 to 39,Major,,,,Normal,,,,
15288,2019-05-22T04:00:00,14,"-79.399349, 43.647334",Major Arterial,Toronto and East York,10,Intersection Related,Daylight,Dry,Pedestrian Collisions,35 to 39,None,,Driving Properly,Unknown,,,,,
15289,2019-05-22T04:00:00,14,"-79.399349, 43.647334",Major Arterial,Toronto and East York,10,Intersection Related,Daylight,Dry,Pedestrian Collisions,45 to 49,Major,,,,Inattentive,,,,
15101,2019-07-12T04:00:00,14,"-79.470119, 43.783832",Major Arterial,North York,6,At Intersection,Daylight,Dry,Pedestrian Collisions,80 to 84,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15102,2019-07-12T04:00:00,14,"-79.470119, 43.783832",Major Arterial,North York,6,At Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,Major,,,,Normal,,Yes,,
15111,2019-07-16T04:00:00,14,"-79.35551, 43.804576",Local,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15112,2019-07-16T04:00:00,14,"-79.35551, 43.804576",Local,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,65 to 69,Fatal,27,,,Normal,,Yes,,
15627,2019-07-26T04:00:00,14,"-79.523105, 43.621749",Major Arterial,Etobicoke York,3,Non Intersection,Daylight,Dry,Cyclist Collisions,50 to 54,Major,,,,,,,,
15628,2019-07-26T04:00:00,14,"-79.523105, 43.621749",Major Arterial,Etobicoke York,3,Non Intersection,Daylight,Dry,Cyclist Collisions,35 to 39,None,,Driving Properly,Normal,,,,,
15629,2019-07-26T04:00:00,14,"-79.523105, 43.621749",Major Arterial,Etobicoke York,3,Non Intersection,Daylight,Dry,Cyclist Collisions,25 to 29,Major,,,,,,,,
15757,2019-08-03T04:00:00,14,"-79.48241, 43.707534",Major Arterial,Etobicoke York,5,Intersection Related,Daylight,Dry,SMV Other,25 to 29,Major,,Lost control,Normal,,,,,
15758,2019-08-03T04:00:00,14,"-79.453716, 43.709277",Major Arterial,North York,8,Non Intersection,"Daylight, artificial",Dry,Cyclist Collisions,35 to 39,Major,,,,,,,,
15759,2019-08-03T04:00:00,14,"-79.453716, 43.709277",Major Arterial,North York,8,Non Intersection,"Daylight, artificial",Dry,Cyclist Collisions,45 to 49,Minimal,,Driving Properly,Normal,,,,,
15974,2019-09-21T04:00:00,14,"-79.197559, 43.75896",Major Arterial,Scarborough,24,Non Intersection,Daylight,Dry,Pedestrian Collisions,60 to 64,None,,Driving Properly,Normal,,,,,
15975,2019-09-21T04:00:00,14,"-79.197559, 43.75896",Major Arterial,Scarborough,24,Non Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,Major,,,,Had Been Drinking,,,,
15982,2019-09-26T04:00:00,14,"-79.324573, 43.72459",Major Arterial,North York,16,Non Intersection,Daylight,Dry,Cyclist Collisions,50 to 54,Major,,,,,,,,
15983,2019-09-26T04:00:00,14,"-79.324573, 43.72459",Major Arterial,North York,16,Non Intersection,Daylight,Dry,Cyclist Collisions,35 to 39,None,,Driving Properly,Normal,,,,,
15984,2019-09-26T04:00:00,14,"-79.324573, 43.72459",Major Arterial,North York,16,Non Intersection,Daylight,Dry,Cyclist Collisions,25 to 29,None,,Driving Properly,Normal,,,,,
15999,2019-10-09T04:00:00,14,"-79.146984, 43.798442",Major Arterial,Scarborough,25,At/Near Private Drive,Daylight,Dry,Turning Movement,80 to 84,Major,,Failed to Yield Right of Way,Inattentive,,,Yes,,
16000,2019-10-09T04:00:00,14,"-79.146984, 43.798442",Major Arterial,Scarborough,25,At/Near Private Drive,Daylight,Dry,Turning Movement,65 to 69,Minor,,Driving Properly,Normal,,,Yes,,
15514,2019-11-10T05:00:00,14,"-79.467449, 43.68156",Minor Arterial,Etobicoke York,,At/Near Private Drive,Daylight,Dry,Turning Movement,40 to 44,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15515,2019-11-10T05:00:00,14,"-79.467449, 43.68156",Minor Arterial,Etobicoke York,,At/Near Private Drive,Daylight,Dry,Turning Movement,45 to 49,Major,,Driving Properly,Normal,,,Yes,,
15516,2019-11-10T05:00:00,14,"-79.467449, 43.68156",Minor Arterial,Etobicoke York,,At/Near Private Drive,Daylight,Dry,Turning Movement,35 to 39,None,,,,,,Yes,,
15517,2019-11-10T05:00:00,14,"-79.467449, 43.68156",Minor Arterial,Etobicoke York,,At/Near Private Drive,Daylight,Dry,Turning Movement,5 to 9,None,,,,,,Yes,,
15518,2019-11-10T05:00:00,14,"-79.467449, 43.68156",Minor Arterial,Etobicoke York,,At/Near Private Drive,Daylight,Dry,Turning Movement,5 to 9,None,,,,,,Yes,,
16020,2019-11-28T05:00:00,14,"-79.382084, 43.659095",Major Arterial,Toronto and East York,,Intersection Related,Daylight,Dry,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Normal,,,Yes,,
16021,2019-11-28T05:00:00,14,"-79.382084, 43.659095",Major Arterial,Toronto and East York,,Intersection Related,Daylight,Dry,Pedestrian Collisions,65 to 69,Major,,,,Normal,,Yes,,
16043,2019-12-10T05:00:00,14,"-79.422481, 43.758856",Major Arterial,North York,18,At Intersection,Daylight,Dry,Turning Movement,80 to 84,Fatal,63,Disobeyed Traffic Control,Inattentive,,,Yes,Yes,
16044,2019-12-10T05:00:00,14,"-79.422481, 43.758856",Major Arterial,North York,18,At Intersection,Daylight,Dry,Turning Movement,45 to 49,None,,Driving Properly,Normal,,,Yes,Yes,
16045,2019-12-10T05:00:00,14,"-79.422481, 43.758856",Major Arterial,North York,18,At Intersection,Daylight,Dry,Turning Movement,75 to 79,Major,,,,,,Yes,Yes,
16084,2019-12-23T05:00:00,14,"-79.517086, 43.660304",Minor Arterial,Etobicoke York,2,At Intersection,Daylight,Dry,Turning Movement,65 to 69,Major,,Improper Turn,Inattentive,,,Yes,,
16085,2019-12-23T05:00:00,14,"-79.517086, 43.660304",Minor Arterial,Etobicoke York,2,At Intersection,Daylight,Dry,Turning Movement,55 to 59,Minimal,,Driving Properly,Normal,,,Yes,,
16086,2019-12-23T05:00:00,14,"-79.517086, 43.660304",Minor Arterial,Etobicoke York,2,At Intersection,Daylight,Dry,Turning Movement,15 to 19,Minor,,,,,,Yes,,
15156,2019-01-29T05:00:00,15,"-79.320141, 43.781673",Minor Arterial,Scarborough,22,Intersection Related,Daylight,Wet,Angle,50 to 54,Minor,,Disobeyed Traffic Control,Inattentive,,,Yes,Yes,
15157,2019-01-29T05:00:00,15,"-79.320141, 43.781673",Minor Arterial,Scarborough,22,Intersection Related,Daylight,Wet,Angle,40 to 44,Minimal,,Driving Properly,Normal,,,Yes,Yes,
15158,2019-01-29T05:00:00,15,"-79.320141, 43.781673",Minor Arterial,Scarborough,22,Intersection Related,Daylight,Wet,Angle,25 to 29,Major,,,,,,Yes,Yes,
15159,2019-01-29T05:00:00,15,"-79.320141, 43.781673",Minor Arterial,Scarborough,22,Intersection Related,Daylight,Wet,Angle,0 to 4,Minor,,,,,,Yes,Yes,
15368,2019-03-18T04:00:00,15,"-79.36803, 43.790008",Major Arterial,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Driving Properly,Normal,,,,,
15369,2019-03-18T04:00:00,15,"-79.36803, 43.790008",Major Arterial,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,None,,,,,,,,
15370,2019-03-18T04:00:00,15,"-79.36803, 43.790008",Major Arterial,North York,17,At Intersection,Daylight,Dry,Pedestrian Collisions,10 to 14,Major,,,,Inattentive,,,,
15414,2019-04-10T04:00:00,15,"-79.41663, 43.64466",Major Arterial,Toronto and East York,10,Intersection Related,Daylight,Dry,Cyclist Collisions,35 to 39,None,,Improper Passing,Unknown,,,Yes,,
15415,2019-04-10T04:00:00,15,"-79.41663, 43.64466",Major Arterial,Toronto and East York,10,Intersection Related,Daylight,Dry,Cyclist Collisions,unknown,Major,,,,,,Yes,,
15243,2019-04-24T04:00:00,15,"-79.257671, 43.809879",Major Arterial,Scarborough,23,At Intersection,Daylight,Dry,Turning Movement,35 to 39,Major,,Failed to Yield Right of Way,Normal,,,Yes,,
15244,2019-04-24T04:00:00,15,"-79.257671, 43.809879",Major Arterial,Scarborough,23,At Intersection,Daylight,Dry,Turning Movement,60 to 64,None,,Driving Properly,Normal,,,Yes,,
15255,2019-05-05T04:00:00,15,"-79.468403, 43.753062",Major Arterial,North York,6,Non Intersection,Daylight,Dry,Approaching,25 to 29,Minor,,Exceeding Speed Limit,Normal,,Yes,Yes,,
15256,2019-05-05T04:00:00,15,"-79.468403, 43.753062",Major Arterial,North York,6,Non Intersection,Daylight,Dry,Approaching,50 to 54,Major,,Failed to Yield Right of Way,Normal,,Yes,Yes,,
15257,2019-05-05T04:00:00,15,"-79.468403, 43.753062",Major Arterial,North York,6,Non Intersection,Daylight,Dry,Approaching,10 to 14,Minor,,,,,Yes,Yes,,
15258,2019-05-05T04:00:00,15,"-79.468403, 43.753062",Major Arterial,North York,6,Non Intersection,Daylight,Dry,Approaching,20 to 24,Major,,,,,Yes,Yes,,
15275,2019-05-15T04:00:00,15,"-79.46265, 43.663397",Minor Arterial,Toronto and East York,4,At/Near Private Drive,Daylight,Dry,Cyclist Collisions,25 to 29,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15276,2019-05-15T04:00:00,15,"-79.46265, 43.663397",Minor Arterial,Toronto and East York,4,At/Near Private Drive,Daylight,Dry,Cyclist Collisions,40 to 44,Major,,,,,,Yes,,
15290,2019-05-23T04:00:00,15,"-79.39217, 43.638309",Major Arterial,Toronto and East York,10,At Intersection,Daylight,Dry,Approaching,30 to 34,Minimal,,Driving Properly,Normal,,Yes,Yes,,
15291,2019-05-23T04:00:00,15,"-79.39217, 43.638309",Major Arterial,Toronto and East York,10,At Intersection,Daylight,Dry,Approaching,30 to 34,Major,,,,,Yes,Yes,,
15292,2019-05-23T04:00:00,15,"-79.39217, 43.638309",Major Arterial,Toronto and East York,10,At Intersection,Daylight,Dry,Approaching,25 to 29,Minor,,Other,Unknown,,Yes,Yes,,
15308,2019-06-01T04:00:00,15,"-79.460018, 43.654708",Major Arterial,Toronto and East York,4,At Intersection,Daylight,Dry,Cyclist Collisions,60 to 64,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15309,2019-06-01T04:00:00,15,"-79.460018, 43.654708",Major Arterial,Toronto and East York,4,At Intersection,Daylight,Dry,Cyclist Collisions,30 to 34,Major,,,,,,Yes,,
15302,2019-06-03T04:00:00,15,"-79.280002, 43.788863",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Pedestrian Collisions,5 to 9,None,,,,,,,,
15314,2019-06-03T04:00:00,15,"-79.280002, 43.788863",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Pedestrian Collisions,60 to 64,None,,Driving Properly,Normal,,,,,
15315,2019-06-03T04:00:00,15,"-79.280002, 43.788863",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Pedestrian Collisions,10 to 14,Major,,,,Normal,,,,
15316,2019-06-03T04:00:00,15,"-79.280002, 43.788863",Major Arterial,Scarborough,,Intersection Related,Daylight,Dry,Pedestrian Collisions,10 to 14,Major,,,,Normal,,,,
15324,2019-06-06T04:00:00,15,"-79.417285, 43.786971",Minor Arterial,North York,18,At/Near Private Drive,Daylight,Dry,Pedestrian Collisions,60 to 64,Minimal,,Driving Properly,Inattentive,,,,,
15325,2019-06-06T04:00:00,15,"-79.417285, 43.786971",Minor Arterial,North York,18,At/Near Private Drive,Daylight,Dry,Pedestrian Collisions,70 to 74,Major,,,,Inattentive,,,,
15044,2019-06-20T04:00:00,15,"-79.268932, 43.695358",Minor Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Turning Movement,70 to 74,None,,Improper Turn,Normal,,,,,
15045,2019-06-20T04:00:00,15,"-79.268932, 43.695358",Minor Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Turning Movement,45 to 49,Major,,Driving Properly,Normal,,,,,
15046,2019-06-20T04:00:00,15,"-79.268932, 43.695358",Minor Arterial,Scarborough,20,Non Intersection,Daylight,Dry,Turning Movement,65 to 69,None,,,,,,,,
15760,2019-08-03T04:00:00,15,"-79.382252, 43.648219",Major Arterial,Toronto and East York,10,Non Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,Minor,,Other,Unknown,,,,,
15761,2019-08-03T04:00:00,15,"-79.382252, 43.648219",Major Arterial,Toronto and East York,10,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,Major,,,,Normal,,,,
15762,2019-08-03T04:00:00,15,"-79.382252, 43.648219",Major Arterial,Toronto and East York,10,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,Minor,,,,Normal,,,,
15763,2019-08-03T04:00:00,15,"-79.382252, 43.648219",Major Arterial,Toronto and East York,10,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,Minimal,,,,Normal,,,,
15781,2019-08-11T04:00:00,15,"-79.508129, 43.719073",Major Arterial,Etobicoke York,,Intersection Related,Daylight,Dry,Turning Movement,25 to 29,None,,Improper Turn,Inattentive,,,,,
15782,2019-08-11T04:00:00,15,"-79.508129, 43.719073",Major Arterial,Etobicoke York,,Intersection Related,Daylight,Dry,Turning Movement,25 to 29,None,,Driving Properly,Normal,,,,,
15783,2019-08-11T04:00:00,15,"-79.508129, 43.719073",Major Arterial,Etobicoke York,,Intersection Related,Daylight,Dry,Turning Movement,40 to 44,None,,Driving Properly,Normal,,,,,
15784,2019-08-11T04:00:00,15,"-79.508129, 43.719073",Major Arterial,Etobicoke York,,Intersection Related,Daylight,Dry,Turning Movement,25 to 29,Major,,,,,,,,
15785,2019-08-11T04:00:00,15,"-79.508129, 43.719073",Major Arterial,Etobicoke York,,Intersection Related,Daylight,Dry,Turning Movement,0 to 4,None,,,,,,,,
15786,2019-08-11T04:00:00,15,"-79.508129, 43.719073",Major Arterial,Etobicoke York,,Intersection Related,Daylight,Dry,Turning Movement,5 to 9,None,,,,,,,,
15809,2019-08-20T04:00:00,15,"-79.23872, 43.793861",Major Arterial,Scarborough,23,Intersection Related,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,Failed to Yield Right of Way,Inattentive,,,Yes,,
15810,2019-08-20T04:00:00,15,"-79.23872, 43.793861",Major Arterial,Scarborough,23,Intersection Related,Daylight,Dry,Pedestrian Collisions,70 to 74,Major,,,,Normal,,Yes,,
15010,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,65 to 69,Major,,,,Other,,Yes,Yes,
15012,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,Major,,,,Other,,Yes,Yes,
15791,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,40 to 44,Minor,,,,Other,,Yes,Yes,
15818,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Disobeyed Traffic Control,Inattentive,,,Yes,Yes,
15819,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,Major,,Driving Properly,Normal,,,Yes,Yes,
15820,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,None,,Driving Properly,Normal,,,Yes,Yes,
15821,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,None,,,,,,Yes,Yes,
15822,2019-08-22T04:00:00,15,"-79.385822, 43.660815",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,0 to 4,Minimal,,,,Other,,Yes,Yes,
15944,2019-09-08T04:00:00,15,"-79.320415, 43.820563",Major Arterial,Scarborough,22,At Intersection,Daylight,Dry,Turning Movement,30 to 34,Minimal,,Disobeyed Traffic Control,Inattentive,,,Yes,Yes,
15945,2019-09-08T04:00:00,15,"-79.320415, 43.820563",Major Arterial,Scarborough,22,At Intersection,Daylight,Dry,Turning Movement,65 to 69,Major,,Driving Properly,Normal,,,Yes,Yes,
15946,2019-09-08T04:00:00,15,"-79.320415, 43.820563",Major Arterial,Scarborough,22,At Intersection,Daylight,Dry,Turning Movement,30 to 34,Minimal,,,,,,Yes,Yes,
15947,2019-09-08T04:00:00,15,"-79.320415, 43.820563",Major Arterial,Scarborough,22,At Intersection,Daylight,Dry,Turning Movement,0 to 4,Minimal,,,,,,Yes,Yes,
15948,2019-09-08T04:00:00,15,"-79.320415, 43.820563",Major Arterial,Scarborough,22,At Intersection,Daylight,Dry,Turning Movement,5 to 9,None,,,,,,Yes,Yes,
15949,2019-09-08T04:00:00,15,"-79.320415, 43.820563",Major Arterial,Scarborough,22,At Intersection,Daylight,Dry,Turning Movement,65 to 69,Major,,,,,,Yes,Yes,
15458,2019-10-15T04:00:00,15,"-79.232402, 43.725066",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15459,2019-10-15T04:00:00,15,"-79.232402, 43.725066",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Pedestrian Collisions,10 to 14,Major,,,,Normal,,Yes,,
15523,2019-11-16T05:00:00,15,"-79.381969, 43.651847",Major Arterial,Toronto and East York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,unknown,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15524,2019-11-16T05:00:00,15,"-79.381969, 43.651847",Major Arterial,Toronto and East York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,Major,,,,Normal,,Yes,,
15736,2019-12-16T05:00:00,15,"-79.521023, 43.656631",Major Arterial,Etobicoke York,2,At/Near Private Drive,Daylight,Dry,Approaching,65 to 69,Minor,,,,,,,,
16065,2019-12-16T05:00:00,15,"-79.521023, 43.656631",Major Arterial,Etobicoke York,2,At/Near Private Drive,Daylight,Dry,Approaching,75 to 79,Major,,Lost control,Had Been Drinking,,,,,
16066,2019-12-16T05:00:00,15,"-79.521023, 43.656631",Major Arterial,Etobicoke York,2,At/Near Private Drive,Daylight,Dry,Approaching,70 to 74,Minor,,Driving Properly,Normal,,,,,
16067,2019-12-18T05:00:00,15,"-79.475658, 43.629237",Collector,Etobicoke York,3,Non Intersection,"Dark, artificial",Dry,Rear End,70 to 74,Major,,Failed to Yield Right of Way,Medical or Physical Disability,,,Yes,,
16068,2019-12-18T05:00:00,15,"-79.475658, 43.629237",Collector,Etobicoke York,3,Non Intersection,"Dark, artificial",Dry,Rear End,30 to 34,Minor,,Driving Properly,Normal,,,Yes,,
16091,2019-12-28T05:00:00,15,"-79.384868, 43.658504",Major Arterial,Toronto and East York,11,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,None,,Disobeyed Traffic Control,Inattentive,,,Yes,Yes,
16092,2019-12-28T05:00:00,15,"-79.384868, 43.658504",Major Arterial,Toronto and East York,11,At Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,None,,Driving Properly,Normal,,,Yes,Yes,
16093,2019-12-28T05:00:00,15,"-79.384868, 43.658504",Major Arterial,Toronto and East York,11,At Intersection,Daylight,Dry,Pedestrian Collisions,25 to 29,Major,,,,Normal,,Yes,Yes,
15180,2019-02-07T05:00:00,16,"-79.307377, 43.750049",Minor Arterial,Scarborough,21,Non Intersection,"Dark, artificial",Ice,Approaching,20 to 24,None,,Lost control,Unknown,,Yes,Yes,,
15181,2019-02-07T05:00:00,16,"-79.307377, 43.750049",Minor Arterial,Scarborough,21,Non Intersection,"Dark, artificial",Ice,Approaching,40 to 44,Minimal,,Driving Properly,Normal,,Yes,Yes,,
15182,2019-02-07T05:00:00,16,"-79.307377, 43.750049",Minor Arterial,Scarborough,21,Non Intersection,"Dark, artificial",Ice,Approaching,25 to 29,Major,,,,,Yes,Yes,,
15211,2019-03-01T05:00:00,16,"-79.323612, 43.776527",Major Arterial,North York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,None,,Driving Properly,Normal,,,,,
15212,2019-03-01T05:00:00,16,"-79.323612, 43.776527",Major Arterial,North York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,65 to 69,Major,,,,Inattentive,,,,
15213,2019-03-01T05:00:00,16,"-79.323612, 43.776527",Major Arterial,North York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,None,,,,,,,,
15214,2019-03-01T05:00:00,16,"-79.323612, 43.776527",Major Arterial,North York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,None,,,,,,,,
15215,2019-03-01T05:00:00,16,"-79.323612, 43.776527",Major Arterial,North York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,None,,,,,,,,
15216,2019-03-01T05:00:00,16,"-79.323612, 43.776527",Major Arterial,North York,,Non Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,None,,,,,,,,
15222,2019-03-05T05:00:00,16,"-79.251262, 43.70634",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,None,,Driving Properly,Normal,,,,,
15223,2019-03-05T05:00:00,16,"-79.251262, 43.70634",Major Arterial,Scarborough,20,At Intersection,Daylight,Dry,Pedestrian Collisions,15 to 19,Major,,,,Inattentive,,,,
15356,2019-03-13T04:00:00,16,"-79.38129, 43.651099",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,55 to 59,None,,Driving Properly,Normal,,,,,
15357,2019-03-13T04:00:00,16,"-79.38129, 43.651099",Major Arterial,Toronto and East York,,At Intersection,Daylight,Dry,Pedestrian Collisions,50 to 54,Major,,,,Other,,,,
15239,2019-04-23T04:00:00,16,"-79.241939, 43.727439",Collector,Scarborough,20,Non Intersection,Daylight,Dry,Pedestrian Collisions,20 to 24,None,,Driving Properly,Unknown,,,,,
15240,2019-04-23T04:00:00,16,"-79.241939, 43.727439",Collector,Scarborough,20,Non Intersection,Daylight,Dry,Pedestrian Collisions,0 to 4,Major,,,,Normal,,,,
15248,2019-05-01T04:00:00,16,"-79.282734, 43.716178",Major Arterial,Scarborough,20,Intersection Related,Daylight,Wet,Pedestrian Collisions,55 to 59,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15249,2019-05-01T04:00:00,16,"-79.282734, 43.716178",Major Arterial,Scarborough,20,Intersection Related,Daylight,Wet,Pedestrian Collisions,15 to 19,Major,,,,Normal,,Yes,,
15259,2019-05-05T04:00:00,16,"-79.610447, 43.749709",Major Arterial,Etobicoke York,1,At Intersection,Daylight,Dry,SMV Other,45 to 49,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15260,2019-05-05T04:00:00,16,"-79.610447, 43.749709",Major Arterial,Etobicoke York,1,At Intersection,Daylight,Dry,SMV Other,50 to 54,Major,,Driving Properly,Normal,,,Yes,,
15317,2019-06-03T04:00:00,16,"-79.383365, 43.806083",Major Arterial,North York,17,Non Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,None,,Driving Properly,Normal,,,,,
15318,2019-06-03T04:00:00,16,"-79.383365, 43.806083",Major Arterial,North York,17,Non Intersection,Daylight,Dry,Pedestrian Collisions,10 to 14,None,,,,,,,,
15319,2019-06-03T04:00:00,16,"-79.383365, 43.806083",Major Arterial,North York,17,Non Intersection,Daylight,Dry,Pedestrian Collisions,5 to 9,None,,,,,,,,
15320,2019-06-03T04:00:00,16,"-79.383365, 43.806083",Major Arterial,North York,17,Non Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,Major,,,,Normal,,,,
15059,2019-06-25T04:00:00,16,"-79.474048, 43.678889",Major Arterial,Etobicoke York,5,At Intersection,Daylight,Dry,Cyclist Collisions,50 to 54,Minimal,,Driving Properly,Normal,,,,,
15060,2019-06-25T04:00:00,16,"-79.474048, 43.678889",Major Arterial,Etobicoke York,5,At Intersection,Daylight,Dry,Cyclist Collisions,10 to 14,Major,,,,,,,,
15775,2019-08-05T04:00:00,16,"-79.376056, 43.807639",Major Arterial,North York,17,At Intersection,Daylight,Dry,Turning Movement,40 to 44,None,,Failed to Yield Right of Way,Unknown,,,Yes,,
15776,2019-08-05T04:00:00,16,"-79.376056, 43.807639",Major Arterial,North York,17,At Intersection,Daylight,Dry,Turning Movement,25 to 29,Fatal,32,Driving Properly,Unknown,,,Yes,,
15936,2019-09-06T04:00:00,16,"-79.546672, 43.696955",Major Arterial,Etobicoke York,,At Intersection,Daylight,Dry,Pedestrian Collisions,75 to 79,Fatal,40,,,Unknown,,,,
15937,2019-09-06T04:00:00,16,"-79.546672, 43.696955",Major Arterial,Etobicoke York,,At Intersection,Daylight,Dry,Pedestrian Collisions,45 to 49,None,,Driving Properly,Unknown,,,,,
15950,2019-09-09T04:00:00,16,"-79.415584, 43.722251",Major Arterial,North York,8,At Intersection,Daylight,Dry,Turning Movement,35 to 39,Minor,,Disobeyed Traffic Control,Normal,,,Yes,Yes,
15951,2019-09-09T04:00:00,16,"-79.415584, 43.722251",Major Arterial,North York,8,At Intersection,Daylight,Dry,Turning Movement,35 to 39,Major,,Driving Properly,Normal,,,Yes,Yes,
15960,2019-09-13T04:00:00,16,"-79.383174, 43.64033",Expressway,Toronto and East York,10,Intersection Related,Daylight,Dry,Pedestrian Collisions,30 to 34,None,,Driving Properly,Normal,,,,,
15961,2019-09-13T04:00:00,16,"-79.383174, 43.64033",Expressway,Toronto and East York,10,Intersection Related,Daylight,Dry,Pedestrian Collisions,50 to 54,Major,,,,Normal,,,,
15970,2019-09-17T04:00:00,16,"-79.514583, 43.686629",Collector,Etobicoke York,2,At/Near Private Drive,Daylight,Dry,Cyclist Collisions,20 to 24,None,,Failed to Yield Right of Way,Normal,,,Yes,,
15971,2019-09-17T04:00:00,16,"-79.514583, 43.686629",Collector,Etobicoke York,2,At/Near Private Drive,Daylight,Dry,Cyclist Collisions,50 to 54,Major,,,,,,Yes,,
15997,2019-10-05T04:00:00,16,"-79.400516, 43.676372",Minor Arterial,Toronto and East York,11,At Intersection,Daylight,Dry,Cyclist Collisions,35 to 39,None,,Driving Properly,Normal,,,,,
15998,2019-10-05T04:00:00,16,"-79.400516, 43.676372",Minor Arterial,Toronto and East York,11,At Intersection,Daylight,Dry,Cyclist Collisions,60 to 64,Major,,,,,,,,
15442,2019-10-11T04:00:00,16,"-79.521892, 43.641074",Major Arterial,Etobicoke York,3,Non Intersection,Daylight,Dry,SMV Unattended Vehicle,50 to 54,None,,,,,,,,
15443,2019-10-11T04:00:00,16,"-79.521892, 43.641074",Major Arterial,Etobicoke York,3,Non Intersection,Daylight,Dry,SMV Unattended Vehicle,50 to 54,Fatal,48,Lost control,Medical or Physical Disability,,,,,
